title,pub_date,url,source_name,doc_type,province,province_code,category_code,category_label,category_subtype,term,batch_no,issue_no,issue_no_range,total_amount_yi,bid_date,base_date_type,payment_date,listing_date,natural_day_gap,workday_gap,doc_no,bond_name,extraction_method,warnings
2026年吉林省2026年第1批公开发行再融资债券发行公开,2026-03-19,https://www.celma.org.cn/fxqgg/68319.jhtml,fxqgg,announcement,吉林省,22,refinancing,再融资债券,,,1.0,,,,2026-03-26,招标日,,,7.0,5.0,,,ocr,未能从表格解析分期明细，本行为整篇公告级别的合并记录; 本行来自OCR识别，数值型字段准确性需人工核对
2026年海南省海南2026年3月发行债券新增一般债券发行公开,2026-03-19,https://www.celma.org.cn/fxqgg/68311.jhtml,fxqgg,announcement,海南省,46,new_special,专项新增债券,,10Y,,7.0,,7.38,2026-03-26,招标日,2026-03-27,,7.0,5.0,琼财债〔2026〕165 号,2026年海南省政府专项债券（七期）,text,
2026年吉林省2026年第1批公开发行新增一般债券发行公开,2026-03-19,https://www.celma.org.cn/fxqgg/68317.jhtml,fxqgg,announcement,吉林省,22,new_general,一般新增债券,,,1.0,,,,2026-03-26,招标日,,,7.0,5.0,,,ocr,未能从表格解析分期明细，本行为整篇公告级别的合并记录; 本行来自OCR识别，数值型字段准确性需人工核对
2026年吉林省2026年第1批公开发行新增专项债券发行公开,2026-03-19,https://www.celma.org.cn/fxqgg/68318.jhtml,fxqgg,announcement,吉林省,22,new_special,专项新增债券,,,1.0,,,,2026-03-26,招标日,,,7.0,5.0,,,ocr,未能从表格解析分期明细，本行为整篇公告级别的合并记录; 本行来自OCR识别，数值型字段准确性需人工核对
2026年海南省海南2026年3月发行债券新增一般债券发行公开,2026-03-19,https://www.celma.org.cn/fxqgg/68311.jhtml,fxqgg,announcement,海南省,46,new_general,一般新增债券,,5Y,,2.0,,24.0,2026-03-26,招标日,2026-03-27,,7.0,5.0,琼财债〔2026〕165 号,2026年海南省政府一般债券（二期）,text,
2026年上海市2026年第二批新增专项债券发行公开,2026-03-20,https://www.celma.org.cn/fxqgg/68452.jhtml,fxqgg,announcement,上海市,31,new_special,专项新增债券,,,2.0,,,,2026-03-27,招标日,2026-03-30,,7.0,5.0,,,ocr,未能从表格解析分期明细，本行为整篇公告级别的合并记录; 本行来自OCR识别，数值型字段准确性需人工核对
2026年四川省2026第三批次公开（0319）新增专项债券发行公开,2026-03-20,https://www.celma.org.cn/fxqgg/68349.jhtml,fxqgg,announcement,四川省,51,new_special,专项新增债券,,,3.0,,,734.9239,,,2026-03-20,,,,,,ocr,未能从表格解析分期明细，本行为整篇公告级别的合并记录; 未找到招标日期; 本行来自OCR识别，数值型字段准确性需人工核对
2026年四川省2026第二批次公开（0331）新增一般债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68391.jhtml,fxqgg,announcement,四川省,51,new_special,专项新增债券,,,2.0,16.0,,6.5,2026-03-31,招标日,2026-04-01,,7.0,5.0,川财债〔2026〕7 号,2026年四川省政府专项债券（十六期）,text,未能识别发行期限
2026年四川省2026第二批次公开（0331）新增一般债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68391.jhtml,fxqgg,announcement,四川省,51,new_special,专项新增债券,,,2.0,12.0,,1.65,2026-03-31,招标日,2026-04-01,,7.0,5.0,川财债〔2026〕7 号,2026年四川省政府专项债券（十二期）,text,未能识别发行期限
2026年四川省2026第二批次公开（0331）新增一般债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68391.jhtml,fxqgg,announcement,四川省,51,new_general,一般新增债券,,,2.0,2.0,,20.9048,2026-03-31,招标日,2026-04-01,,7.0,5.0,川财债〔2026〕7 号,2026年四川省政府一般债券（二期）,text,未能识别发行期限
2026年四川省2026第二批次公开（0331）新增一般债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68391.jhtml,fxqgg,announcement,四川省,51,new_special,专项新增债券,,,2.0,15.0,,48.6202,2026-03-31,招标日,2026-04-01,,7.0,5.0,川财债〔2026〕7 号,2026年四川省政府专项债券（十五期）,text,未能识别发行期限
2026年四川省2026第二批次公开（0331）新增一般债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68391.jhtml,fxqgg,announcement,四川省,51,new_special,专项新增债券,,,2.0,13.0,,17.6057,2026-03-31,招标日,2026-04-01,,7.0,5.0,川财债〔2026〕7 号,2026年四川省政府专项债券（十三期）,text,未能识别发行期限
2026年四川省2026第二批次公开（0331）新增专项债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68378.jhtml,fxqgg,announcement,四川省,51,new_special,专项新增债券,,,2.0,16.0,,6.5,2026-03-31,招标日,2026-04-01,,7.0,5.0,川财债〔2026〕7 号,2026年四川省政府专项债券（十六期）,text,未能识别发行期限
2026年陕西省2026年第二批再融资专项债券再融资债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68387.jhtml,fxqgg,announcement,陕西省,61,refinancing,再融资债券,专项,7Y,2.0,2.0,,26.3088,2026-03-20,招标日,,,-4.0,,陕财办政债〔2026〕30 号,2026年陕西省地方政府再融资专项债券（二期）,text,公告发布日期晚于PDF内招标日期(负值)，可能是celma.org.cn平台镜像/上传延迟而非真实违规，建议核对省级财政厅官网原始发布时间
2026年四川省2026第二批次公开（0331）新增一般债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68391.jhtml,fxqgg,announcement,四川省,51,new_special,专项新增债券,,,2.0,14.0,,21.2584,2026-03-31,招标日,2026-04-01,,7.0,5.0,川财债〔2026〕7 号,2026年四川省政府专项债券（十四期）,text,未能识别发行期限
2026年四川省2026第二批次公开（0331）新增专项债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68378.jhtml,fxqgg,announcement,四川省,51,new_special,专项新增债券,,,2.0,15.0,,48.6202,2026-03-31,招标日,2026-04-01,,7.0,5.0,川财债〔2026〕7 号,2026年四川省政府专项债券（十五期）,text,未能识别发行期限
2026年陕西省2026年第三批新增一般债券新增一般债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68383.jhtml,fxqgg,announcement,陕西省,61,new_general,一般新增债券,,10Y,3.0,3.0,,17.58,2026-03-20,招标日,,,-4.0,,陕财办政债〔2026〕27 号,2026年陕西省政府一般债券(三期),text,公告发布日期晚于PDF内招标日期(负值)，可能是celma.org.cn平台镜像/上传延迟而非真实违规，建议核对省级财政厅官网原始发布时间
2026年陕西省2026年第一批再融资一般债券再融资债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68385.jhtml,fxqgg,announcement,陕西省,61,refinancing,再融资债券,一般,10Y,1.0,1.0,,98.8796,2026-01-29,招标日,,,-54.0,,陕财办政债〔2026〕4 号,2026年陕西省地方政府再融资一般债券(一期）,text,公告发布日期晚于PDF内招标日期(负值)，可能是celma.org.cn平台镜像/上传延迟而非真实违规，建议核对省级财政厅官网原始发布时间
2026年陕西省2026年第二批再融资专项债券再融资债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68387.jhtml,fxqgg,announcement,陕西省,61,refinancing,再融资债券,专项,10Y,2.0,3.0,,37.1215,2026-03-20,招标日,,,-4.0,,陕财办政债〔2026〕30 号,2026年陕西省地方政府再融资专项债券（三期）,text,公告发布日期晚于PDF内招标日期(负值)，可能是celma.org.cn平台镜像/上传延迟而非真实违规，建议核对省级财政厅官网原始发布时间
2026年四川省2026第二批次公开（0331）新增专项债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68378.jhtml,fxqgg,announcement,四川省,51,new_general,一般新增债券,,,2.0,2.0,,20.9048,2026-03-31,招标日,2026-04-01,,7.0,5.0,川财债〔2026〕7 号,2026年四川省政府一般债券（二期）,text,未能识别发行期限
2026年四川省2026第二批次公开（0331）新增专项债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68378.jhtml,fxqgg,announcement,四川省,51,new_special,专项新增债券,,,2.0,13.0,,17.6057,2026-03-31,招标日,2026-04-01,,7.0,5.0,川财债〔2026〕7 号,2026年四川省政府专项债券（十三期）,text,未能识别发行期限
2026年陕西省2026年第二批新增专项债券新增专项债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68389.jhtml,fxqgg,announcement,陕西省,61,new_special,专项新增债券,,30Y,2.0,3.0,,2.2,2026-03-20,招标日,,,-4.0,,陕财办政债〔2026〕29 号,2026年陕西省政府专项债券(三期),text,公告发布日期晚于PDF内招标日期(负值)，可能是celma.org.cn平台镜像/上传延迟而非真实违规，建议核对省级财政厅官网原始发布时间
2026年陕西省2026年第二批新增专项债券新增专项债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68389.jhtml,fxqgg,announcement,陕西省,61,new_special,专项新增债券,,20Y,2.0,2.0,,9.12,2026-03-20,招标日,,,-4.0,,陕财办政债〔2026〕29 号,2026年陕西省政府专项债券(二期),text,公告发布日期晚于PDF内招标日期(负值)，可能是celma.org.cn平台镜像/上传延迟而非真实违规，建议核对省级财政厅官网原始发布时间
2026年四川省2026第二批次公开（0331）新增一般债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68391.jhtml,fxqgg,announcement,四川省,51,new_special,专项新增债券,,,2.0,17.0,,138.0617,2026-03-31,招标日,2026-04-01,,7.0,5.0,川财债〔2026〕7 号,2026年四川省政府专项债券（十七期）,text,未能识别发行期限
2026年四川省2026第二批次公开（0331）新增专项债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68378.jhtml,fxqgg,announcement,四川省,51,new_special,专项新增债券,,,2.0,12.0,,1.65,2026-03-31,招标日,2026-04-01,,7.0,5.0,川财债〔2026〕7 号,2026年四川省政府专项债券（十二期）,text,未能识别发行期限
2026年四川省2026第二批次公开（0331）新增专项债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68378.jhtml,fxqgg,announcement,四川省,51,new_special,专项新增债券,,,2.0,17.0,,138.0617,2026-03-31,招标日,2026-04-01,,7.0,5.0,川财债〔2026〕7 号,2026年四川省政府专项债券（十七期）,text,未能识别发行期限
2026年四川省2026第二批次公开（0331）新增专项债券发行公开,2026-03-24,https://www.celma.org.cn/fxqgg/68378.jhtml,fxqgg,announcement,四川省,51,new_special,专项新增债券,,,2.0,14.0,,21.2584,2026-03-31,招标日,2026-04-01,,7.0,5.0,川财债〔2026〕7 号,2026年四川省政府专项债券（十四期）,text,未能识别发行期限
2026年河南省2026年河南省政府再融资一般债券（三期）7年再融资债券发行公开,2026-03-25,https://www.celma.org.cn/fxqgg/68395.jhtml,fxqgg,announcement,河南省,41,,,,,,,,94.25,,招标日,,,,,,,text,未能从债券名称识别品种(一般新增/专项新增/再融资); 未能识别发行期限; 未找到招标日期
2026年黑龙江省政府再融资专项债券（二期）再融资债券发行公开,2026-03-25,https://www.celma.org.cn/fxqgg/68414.jhtml,fxqgg,announcement,黑龙江省,23,refinancing,再融资债券,专项,,,,,,2026-04-09,招标日,2026-04-10,,15.0,10.0,,,ocr,未能从表格解析分期明细，本行为整篇公告级别的合并记录; 本行来自OCR识别，数值型字段准确性需人工核对
2026年辽宁省2026第四批新增一般债券发行公开,2026-03-25,https://www.celma.org.cn/fxqgg/68402.jhtml,fxqgg,announcement,辽宁省,21,new_general,一般新增债券,,,4.0,2.0,,13.4,2026-03-17,招标日,2026-03-18,,-8.0,,辽财债管〔2026〕66 号,2026年辽宁省政府一般债券（二期）,text,未能识别发行期限; 公告发布日期晚于PDF内招标日期(负值)，可能是celma.org.cn平台镜像/上传延迟而非真实违规，建议核对省级财政厅官网原始发布时间
2026年黑龙江省政府再融资专项债券（一期）再融资债券发行公开,2026-03-25,https://www.celma.org.cn/fxqgg/68413.jhtml,fxqgg,announcement,黑龙江省,23,refinancing,再融资债券,专项,,,,,,2026-04-09,招标日,2026-04-10,,15.0,10.0,,,ocr,未能从表格解析分期明细，本行为整篇公告级别的合并记录; 本行来自OCR识别，数值型字段准确性需人工核对
2026年河南省2026年河南省政府再融资一般债券（四期）10年再融资债券发行公开,2026-03-25,https://www.celma.org.cn/fxqgg/68396.jhtml,fxqgg,announcement,河南省,41,,,,,,,,94.25,,招标日,,,,,,,text,未能从债券名称识别品种(一般新增/专项新增/再融资); 未能识别发行期限; 未找到招标日期
2026年辽宁省2026第四批再融资债券发行公开,2026-03-25,https://www.celma.org.cn/fxqgg/68405.jhtml,fxqgg,announcement,辽宁省,21,refinancing,再融资债券,专项,,4.0,3.0,,87.2,2026-03-17,招标日,2026-03-18,,-8.0,,辽财债管〔2026〕68 号,2026年辽宁省地方政府再融资专项债券（三期）,text,未能识别发行期限; 公告发布日期晚于PDF内招标日期(负值)，可能是celma.org.cn平台镜像/上传延迟而非真实违规，建议核对省级财政厅官网原始发布时间
2026年河南省2026年河南省政府再融资专项债券（七期）15年再融资债券发行公开,2026-03-25,https://www.celma.org.cn/fxqgg/68398.jhtml,fxqgg,announcement,河南省,41,,,,,,,,94.25,,招标日,,,,,,,text,未能从债券名称识别品种(一般新增/专项新增/再融资); 未能识别发行期限; 未找到招标日期
2026年河南省2026年河南省政府再融资一般债券（二期）7年再融资债券发行公开,2026-03-25,https://www.celma.org.cn/fxqgg/68394.jhtml,fxqgg,announcement,河南省,41,,,,,,,,94.25,,招标日,,,,,,,text,未能从债券名称识别品种(一般新增/专项新增/再融资); 未能识别发行期限; 未找到招标日期
2026年黑龙江省政府再融资一般债券（一期）再融资债券发行公开,2026-03-25,https://www.celma.org.cn/fxqgg/68412.jhtml,fxqgg,announcement,黑龙江省,23,refinancing,再融资债券,一般,,,,,,2026-04-09,招标日,2026-04-10,,15.0,10.0,,,ocr,未能从表格解析分期明细，本行为整篇公告级别的合并记录; 本行来自OCR识别，数值型字段准确性需人工核对
2026年河南省2026年河南省政府再融资专项债券（六期）15年再融资债券发行公开,2026-03-25,https://www.celma.org.cn/fxqgg/68397.jhtml,fxqgg,announcement,河南省,41,,,,,,,,94.25,,招标日,,,,,,,text,未能从债券名称识别品种(一般新增/专项新增/再融资); 未能识别发行期限; 未找到招标日期
2026年重庆市2026年四月第一批债券再融资债券发行公开,2026-03-26,https://www.celma.org.cn/fxqgg/68432.jhtml,fxqgg,announcement,重庆市,50,refinancing,再融资债券,专项,,1.0,6.0,,201.6,2026-04-02,招标日,2026-04-03,,7.0,5.0,渝财债〔2026〕16 号,2026 年重庆市地方政府再融资专项债券（六期）,text,未能识别发行期限
2026年重庆市2026年四月第一批债券再融资债券发行公开,2026-03-26,https://www.celma.org.cn/fxqgg/68432.jhtml,fxqgg,announcement,重庆市,50,refinancing,再融资债券,专项,,1.0,7.0,,91.75,2026-04-02,招标日,2026-04-03,,7.0,5.0,渝财债〔2026〕16 号,2026 年重庆市地方政府再融资专项债券（七期）,text,未能识别发行期限
2026年重庆市2026年四月第一批债券再融资债券发行公开,2026-03-26,https://www.celma.org.cn/fxqgg/68432.jhtml,fxqgg,announcement,重庆市,50,,,,,1.0,,,293.35,2026-04-02,招标日,2026-04-03,,7.0,5.0,渝财债〔2026〕16 号,合计,text,未能从债券名称识别品种(一般新增/专项新增/再融资); 未能识别发行期限
2026年辽宁省2026第四批新增专项债券发行公开,2026-03-27,https://www.celma.org.cn/fxqgg/68434.jhtml,fxqgg,announcement,辽宁省,21,new_special,专项新增债券,,,4.0,4.0,,2.59,2026-03-17,招标日,2026-03-18,,-10.0,,辽财债管〔2026〕67 号,2026年辽宁省政府专项债券（四期）,text,未能识别发行期限; 公告发布日期晚于PDF内招标日期(负值)，可能是celma.org.cn平台镜像/上传延迟而非真实违规，建议核对省级财政厅官网原始发布时间
2026年宁波市第三批再融资债券发行公开,2026-03-27,https://www.celma.org.cn/fxqgg/68439.jhtml,fxqgg,announcement,宁波市,3302,refinancing,再融资债券,,,3.0,,,,2026-04-03,招标日,2026-04-03,,7.0,5.0,,,ocr,未能从表格解析分期明细，本行为整篇公告级别的合并记录; 本行来自OCR识别，数值型字段准确性需人工核对
2026年深圳市2026年第二批专项债新增专项债券发行公开,2026-03-27,https://www.celma.org.cn/fxqgg/68435.jhtml,fxqgg,announcement,深圳市,4403,new_special,专项新增债券,,,2.0,,,,2026-04-07,招标日,2026-04-07,,11.0,6.0,,,ocr,未能从表格解析分期明细，本行为整篇公告级别的合并记录; 本行来自OCR识别，数值型字段准确性需人工核对
2026年辽宁省2026第四批新增专项债券发行公开,2026-03-27,https://www.celma.org.cn/fxqgg/68434.jhtml,fxqgg,announcement,辽宁省,21,new_special,专项新增债券,,,4.0,6.0,,10.56,2026-03-17,招标日,2026-03-18,,-10.0,,辽财债管〔2026〕67 号,2026年辽宁省政府专项债券（六期）,text,未能识别发行期限; 公告发布日期晚于PDF内招标日期(负值)，可能是celma.org.cn平台镜像/上传延迟而非真实违规，建议核对省级财政厅官网原始发布时间
2026年辽宁省2026第四批新增专项债券发行公开,2026-03-27,https://www.celma.org.cn/fxqgg/68434.jhtml,fxqgg,announcement,辽宁省,21,new_special,专项新增债券,,,4.0,5.0,,32.28,2026-03-17,招标日,2026-03-18,,-10.0,,辽财债管〔2026〕67 号,2026年辽宁省政府专项债券（五期）,text,未能识别发行期限; 公告发布日期晚于PDF内招标日期(负值)，可能是celma.org.cn平台镜像/上传延迟而非真实违规，建议核对省级财政厅官网原始发布时间
2026年辽宁省2026第四批新增专项债券发行公开,2026-03-27,https://www.celma.org.cn/fxqgg/68434.jhtml,fxqgg,announcement,辽宁省,21,new_special,专项新增债券,,,4.0,3.0,,1.07,2026-03-17,招标日,2026-03-18,,-10.0,,辽财债管〔2026〕67 号,2026年辽宁省政府专项债券（三期）,text,未能识别发行期限; 公告发布日期晚于PDF内招标日期(负值)，可能是celma.org.cn平台镜像/上传延迟而非真实违规，建议核对省级财政厅官网原始发布时间
湖南省2026年第十批再融资债券发行公开,2026-03-30,https://www.celma.org.cn/fxqgg/68451.jhtml,fxqgg,announcement,湖南省,43,refinancing,再融资债券,一般,,10.0,3.0,,272.27,2026-04-07,招标日,2026-04-08,,8.0,5.0,湘财债管〔2026〕19 号,2026年湖南省地方政府再融资一般债券（三期）,text,未能识别发行期限
湖南省2026年第十批再融资债券发行公开,2026-03-30,https://www.celma.org.cn/fxqgg/68451.jhtml,fxqgg,announcement,湖南省,43,new_special,专项新增债券,,,10.0,9.0,,24.87,2026-04-07,招标日,2026-04-08,,8.0,5.0,湘财债管〔2026〕19 号,2026年湖南省政府专项债券（九期）,text,未能识别发行期限
湖南省2026年第九批新增专项债券发行公开,2026-03-30,https://www.celma.org.cn/fxqgg/68450.jhtml,fxqgg,announcement,湖南省,43,refinancing,再融资债券,一般,,9.0,3.0,,272.27,2026-04-07,招标日,2026-04-08,,8.0,5.0,湘财债管〔2026〕19 号,2026年湖南省地方政府再融资一般债券（三期）,text,未能识别发行期限
湖南省2026年第九批新增专项债券发行公开,2026-03-30,https://www.celma.org.cn/fxqgg/68450.jhtml,fxqgg,announcement,湖南省,43,new_special,专项新增债券,,,9.0,9.0,,24.87,2026-04-07,招标日,2026-04-08,,8.0,5.0,湘财债管〔2026〕19 号,2026年湖南省政府专项债券（九期）,text,未能识别发行期限
2026年福建省2026年第五批（土储）新增专项债券发行公开,2026-03-31,https://www.celma.org.cn/fxqgg/68454.jhtml,fxqgg,announcement,福建省,35,new_special,专项新增债券,,,5.0,,,,2026-04-08,招标日,2026-04-09,,8.0,5.0,,,ocr,未能从表格解析分期明细，本行为整篇公告级别的合并记录; 本行来自OCR识别，数值型字段准确性需人工核对
